subject	condition	target	block	time
iur11	four	./icons\applications-graphics.png.gif	5	2.35
iur11	four	./icons\user-trash.png.gif	5	2.4
iur11	four	./icons\weather-showers-scattered.png.gif	5	2.15
iur11	four	./icons\weather-showers-scattered.png.gif	6	2.12
iur11	four	./icons\network-wireless-encrypted.png.gif	6	6.96
iur11	four	./icons\preferences-system.png.gif	6	7.66
iur11	four	./icons\applications-graphics.png.gif	6	2.66
iur11	four	./icons\user-trash.png.gif	6	2.07
iur11	four	./icons\user-trash.png.gif	7	2.04
iur11	four	./icons\weather-showers-scattered.png.gif	7	2.94
iur11	four	./icons\preferences-system.png.gif	7	4.55
iur11	four	./icons\network-wireless-encrypted.png.gif	7	6.6
iur11	four	./icons\applications-graphics.png.gif	7	2.02
iur11	four	./icons\network-wireless-encrypted.png.gif	8	7.63
iur11	four	./icons\weather-showers-scattered.png.gif	8	2.45
iur11	four	./icons\applications-graphics.png.gif	8	2.85
iur11	four	./icons\user-trash.png.gif	8	1.95
iur11	four	./icons\preferences-system.png.gif	8	4.47
iur11	four	./icons\weather-showers-scattered.png.gif	9	9.93
iur11	four	./icons\network-wireless-encrypted.png.gif	9	6.34
iur11	four	./icons\preferences-system.png.gif	9	5.91
iur11	four	./icons\user-trash.png.gif	9	2.15
iur11	four	./icons\applications-graphics.png.gif	9	2.43
iur11	thirtysix	./icons\applications-multimedia.png.gif	0	1.54
iur11	thirtysix	./icons\system-users.png.gif	0	2.23
iur11	thirtysix	./icons\utilities-system-monitor.png.gif	0	2.43
iur11	thirtysix	./icons\multimedia-player.png.gif	0	1.95
iur11	thirtysix	./icons\network-wireless-encrypted.png.gif	0	3.17
iur11	thirtysix	./icons\applications-multimedia.png.gif	1	1.89
iur11	thirtysix	./icons\network-wireless-encrypted.png.gif	1	1.77
iur11	thirtysix	./icons\utilities-system-monitor.png.gif	1	1.6
iur11	thirtysix	./icons\system-users.png.gif	1	2.31
iur11	thirtysix	./icons\multimedia-player.png.gif	1	1.85
iur11	thirtysix	./icons\multimedia-player.png.gif	2	1.38
iur11	thirtysix	./icons\applications-multimedia.png.gif	2	1.75
iur11	thirtysix	./icons\system-users.png.gif	2	1.73
iur11	thirtysix	./icons\network-wireless-encrypted.png.gif	2	1.62
iur11	thirtysix	./icons\utilities-system-monitor.png.gif	2	1.54
iur11	thirtysix	./icons\network-wireless-encrypted.png.gif	3	1.59
iur11	thirtysix	./icons\utilities-system-monitor.png.gif	3	1.45
iur11	thirtysix	./icons\applications-multimedia.png.gif	3	1.76
iur11	thirtysix	./icons\multimedia-player.png.gif	3	2
iur11	thirtysix	./icons\system-users.png.gif	3	1.89
iur11	thirtysix	./icons\applications-multimedia.png.gif	4	1.73
iur11	thirtysix	./icons\multimedia-player.png.gif	4	1.51
iur11	thirtysix	./icons\network-wireless-encrypted.png.gif	4	1.36
iur11	thirtysix	./icons\utilities-system-monitor.png.gif	4	1.55
iur11	thirtysix	./icons\system-users.png.gif	4	1.4
iur11	thirtysix	./icons\multimedia-player.png.gif	5	1.48
iur11	thirtysix	./icons\system-users.png.gif	5	1.33
iur11	thirtysix	./icons\network-wireless-encrypted.png.gif	5	1.29
iur11	thirtysix	./icons\utilities-system-monitor.png.gif	5	1.12
iur11	thirtysix	./icons\applications-multimedia.png.gif	5	1.41
iur11	thirtysix	./icons\multimedia-player.png.gif	6	1.27
iur11	thirtysix	./icons\system-users.png.gif	6	1.39
iur11	thirtysix	./icons\network-wireless-encrypted.png.gif	6	1.31
iur11	thirtysix	./icons\utilities-system-monitor.png.gif	6	1.32
iur11	thirtysix	./icons\applications-multimedia.png.gif	6	1.63
iur11	thirtysix	./icons\applications-multimedia.png.gif	7	0.85
iur11	thirtysix	./icons\network-wireless-encrypted.png.gif	7	1.42
iur11	thirtysix	./icons\multimedia-player.png.gif	7	1.37
iur11	thirtysix	./icons\utilities-system-monitor.png.gif	7	1.25
iur11	thirtysix	./icons\system-users.png.gif	7	1.34
iur11	thirtysix	./icons\network-wireless-encrypted.png.gif	8	1.4
iur11	thirtysix	./icons\utilities-system-monitor.png.gif	8	2.9
iur11	thirtysix	./icons\applications-multimedia.png.gif	8	2.43
iur11	thirtysix	./icons\multimedia-player.png.gif	8	1.57
iur11	thirtysix	./icons\system-users.png.gif	8	1.33
iur11	thirtysix	./icons\system-users.png.gif	9	1.01
iur11	thirtysix	./icons\applications-multimedia.png.gif	9	1.92
iur11	thirtysix	./icons\network-wireless-encrypted.png.gif	9	1.53
iur11	thirtysix	./icons\multimedia-player.png.gif	9	1.23
iur11	thirtysix	./icons\utilities-system-monitor.png.gif	9	1.37
amc465	four	./icons\battery.png.gif	0	12.99
amc465	four	./icons\multimedia-player.png.gif	0	5.55
amc465	four	./icons\computer.png.gif	0	7.27
amc465	four	./icons\system-users.png.gif	0	3.58
amc465	four	./icons\network-wireless-encrypted.png.gif	0	6.28
amc465	four	./icons\system-users.png.gif	1	2.66
amc465	four	./icons\battery.png.gif	1	2.65
amc465	four	./icons\multimedia-player.png.gif	1	4.74
amc465	four	./icons\network-wireless-encrypted.png.gif	1	6.43
amc465	four	./icons\computer.png.gif	1	6.9
amc465	four	./icons\computer.png.gif	2	3.32
amc465	four	./icons\multimedia-player.png.gif	2	4.03
amc465	four	./icons\system-users.png.gif	2	3.02
amc465	four	./icons\battery.png.gif	2	2.53
amc465	four	./icons\network-wireless-encrypted.png.gif	2	5.18
amc465	four	./icons\system-users.png.gif	3	3.73
amc465	four	./icons\network-wireless-encrypted.png.gif	3	4.73
amc465	four	./icons\computer.png.gif	3	6.8
amc465	four	./icons\multimedia-player.png.gif	3	6.38
amc465	four	./icons\battery.png.gif	3	2.38
amc465	four	./icons\network-wireless-encrypted.png.gif	4	5.5
amc465	four	./icons\battery.png.gif	4	3.24
amc465	four	./icons\multimedia-player.png.gif	4	3.95
amc465	four	./icons\system-users.png.gif	4	3.88
amc465	four	./icons\computer.png.gif	4	3.64
amc465	four	./icons\battery.png.gif	5	2.5
amc465	four	./icons\network-wireless-encrypted.png.gif	5	4.12
amc465	four	./icons\computer.png.gif	5	3.75
amc465	four	./icons\system-users.png.gif	5	2.63
amc465	four	./icons\multimedia-player.png.gif	5	3.73
amc465	four	./icons\battery.png.gif	6	2.27
amc465	four	./icons\multimedia-player.png.gif	6	3.9
amc465	four	./icons\computer.png.gif	6	3.27
amc465	four	./icons\network-wireless-encrypted.png.gif	6	5.07
amc465	four	./icons\system-users.png.gif	6	2.37
amc465	four	./icons\battery.png.gif	7	2.01
amc465	four	./icons\network-wireless-encrypted.png.gif	7	5.42
amc465	four	./icons\computer.png.gif	7	3.46
amc465	four	./icons\multimedia-player.png.gif	7	3.46
amc465	four	./icons\system-users.png.gif	7	2.02
amc465	four	./icons\multimedia-player.png.gif	8	8.79
amc465	four	./icons\system-users.png.gif	8	8.01
amc465	four	./icons\battery.png.gif	8	2.29
amc465	four	./icons\network-wireless-encrypted.png.gif	8	4.4
amc465	four	./icons\computer.png.gif	8	3.13
amc465	four	./icons\multimedia-player.png.gif	9	3.86
amc465	four	./icons\system-users.png.gif	9	2.71
amc465	four	./icons\computer.png.gif	9	2.86
amc465	four	./icons\battery.png.gif	9	2.23
amc465	four	./icons\network-wireless-encrypted.png.gif	9	3.53
amc465	thirtysix	./icons\media-flash.png.gif	0	1.36
amc465	thirtysix	./icons\applications-accessories.png.gif	0	1.3
amc465	thirtysix	./icons\network-wireless-encrypted.png.gif	0	1.55
amc465	thirtysix	./icons\applications-graphics.png.gif	0	1.29
amc465	thirtysix	./icons\weather-showers-scattered.png.gif	0	1.97
amc465	thirtysix	./icons\applications-accessories.png.gif	1	1.53
amc465	thirtysix	./icons\weather-showers-scattered.png.gif	1	1.19
amc465	thirtysix	./icons\media-flash.png.gif	1	1.07
amc465	thirtysix	./icons\applications-graphics.png.gif	1	1.27
amc465	thirtysix	./icons\network-wireless-encrypted.png.gif	1	1.56
amc465	thirtysix	./icons\weather-showers-scattered.png.gif	2	1.15
amc465	thirtysix	./icons\applications-graphics.png.gif	2	1.16
amc465	thirtysix	./icons\applications-accessories.png.gif	2	1.54
amc465	thirtysix	./icons\network-wireless-encrypted.png.gif	2	1.19
amc465	thirtysix	./icons\media-flash.png.gif	2	0.89
amc465	thirtysix	./icons\applications-graphics.png.gif	3	1.04
amc465	thirtysix	./icons\applications-accessories.png.gif	3	0.94
amc465	thirtysix	./icons\weather-showers-scattered.png.gif	3	0.87
amc465	thirtysix	./icons\media-flash.png.gif	3	1.05
amc465	thirtysix	./icons\network-wireless-encrypted.png.gif	3	0.89
amc465	thirtysix	./icons\media-flash.png.gif	4	1.07
amc465	thirtysix	./icons\applications-accessories.png.gif	4	1.03
amc465	thirtysix	./icons\weather-showers-scattered.png.gif	4	1.15
amc465	thirtysix	./icons\applications-graphics.png.gif	4	0.85
amc465	thirtysix	./icons\network-wireless-encrypted.png.gif	4	1.1
amc465	thirtysix	./icons\network-wireless-encrypted.png.gif	5	0.9
amc465	thirtysix	./icons\applications-accessories.png.gif	5	1.19
amc465	thirtysix	./icons\applications-graphics.png.gif	5	1.26
amc465	thirtysix	./icons\weather-showers-scattered.png.gif	5	1.03
amc465	thirtysix	./icons\media-flash.png.gif	5	0.89
amc465	thirtysix	./icons\applications-accessories.png.gif	6	0.95
amc465	thirtysix	./icons\network-wireless-encrypted.png.gif	6	1.19
amc465	thirtysix	./icons\weather-showers-scattered.png.gif	6	1
amc465	thirtysix	./icons\media-flash.png.gif	6	0.94
amc465	thirtysix	./icons\applications-graphics.png.gif	6	0.93
amc465	thirtysix	./icons\applications-accessories.png.gif	7	0.77
amc465	thirtysix	./icons\applications-graphics.png.gif	7	1.44
amc465	thirtysix	./icons\network-wireless-encrypted.png.gif	7	1.06
amc465	thirtysix	./icons\media-flash.png.gif	7	0.9
amc465	thirtysix	./icons\weather-showers-scattered.png.gif	7	1
amc465	thirtysix	./icons\weather-showers-scattered.png.gif	8	0.76
amc465	thirtysix	./icons\network-wireless-encrypted.png.gif	8	0.99
amc465	thirtysix	./icons\applications-graphics.png.gif	8	1.01
amc465	thirtysix	./icons\applications-accessories.png.gif	8	0.9
amc465	thirtysix	./icons\media-flash.png.gif	8	1.26
amc465	thirtysix	./icons\weather-showers-scattered.png.gif	9	1.21
amc465	thirtysix	./icons\media-flash.png.gif	9	1.01
amc465	thirtysix	./icons\applications-accessories.png.gif	9	0.99
amc465	thirtysix	./icons\network-wireless-encrypted.png.gif	9	1.05
amc465	thirtysix	./icons\applications-graphics.png.gif	9	0.9
amc465	nine	./icons\media-flash.png.gif	0	2.63
amc465	nine	./icons\weather-showers-scattered.png.gif	0	2.24
amc465	nine	./icons\printer.png.gif	0	2.09
amc465	nine	./icons\battery.png.gif	0	3.79
amc465	nine	./icons\applications-accessories.png.gif	0	1.06
amc465	nine	./icons\applications-accessories.png.gif	1	0.74
amc465	nine	./icons\battery.png.gif	1	1.38
amc465	nine	./icons\weather-showers-scattered.png.gif	1	1.89
amc465	nine	./icons\media-flash.png.gif	1	2.49
amc465	nine	./icons\printer.png.gif	1	4.11
amc465	nine	./icons\media-flash.png.gif	2	2.65
amc465	nine	./icons\battery.png.gif	2	1.53
amc465	nine	./icons\printer.png.gif	2	1.52
amc465	nine	./icons\weather-showers-scattered.png.gif	2	1.65
amc465	nine	./icons\applications-accessories.png.gif	2	1.01
amc465	nine	./icons\battery.png.gif	3	1.4
amc465	nine	./icons\printer.png.gif	3	1.63
amc465	nine	./icons\applications-accessories.png.gif	3	0.75
amc465	nine	./icons\media-flash.png.gif	3	2.48
amc465	nine	./icons\weather-showers-scattered.png.gif	3	1.76
amc465	nine	./icons\weather-showers-scattered.png.gif	4	1.77
amc465	nine	./icons\applications-accessories.png.gif	4	0.72
amc465	nine	./icons\media-flash.png.gif	4	2.11
amc465	nine	./icons\printer.png.gif	4	3.67
amc465	nine	./icons\battery.png.gif	4	2.09
amc465	nine	./icons\applications-accessories.png.gif	5	0.86
amc465	nine	./icons\battery.png.gif	5	1.76
amc465	nine	./icons\printer.png.gif	5	1.46
amc465	nine	./icons\weather-showers-scattered.png.gif	5	1.69
amc465	nine	./icons\media-flash.png.gif	5	2.22
amc465	nine	./icons\applications-accessories.png.gif	6	0.79
amc465	nine	./icons\battery.png.gif	6	2.12
amc465	nine	./icons\media-flash.png.gif	6	2.64
amc465	nine	./icons\printer.png.gif	6	1.71
amc465	nine	./icons\weather-showers-scattered.png.gif	6	2.08
amc465	nine	./icons\battery.png.gif	7	2.07
amc465	nine	./icons\printer.png.gif	7	1.46
amc465	nine	./icons\media-flash.png.gif	7	2.46
amc465	nine	./icons\weather-showers-scattered.png.gif	7	2.68
amc465	nine	./icons\applications-accessories.png.gif	7	0.89
amc465	nine	./icons\printer.png.gif	8	1.54
amc465	nine	./icons\applications-accessories.png.gif	8	0.77
amc465	nine	./icons\weather-showers-scattered.png.gif	8	1.36
amc465	nine	./icons\battery.png.gif	8	1.49
amc465	nine	./icons\media-flash.png.gif	8	2.13
amc465	nine	./icons\applications-accessories.png.gif	9	0.76
amc465	nine	./icons\printer.png.gif	9	1.68
amc465	nine	./icons\media-flash.png.gif	9	2.23
amc465	nine	./icons\battery.png.gif	9	1.92
amc465	nine	./icons\weather-showers-scattered.png.gif	9	1.41
jta151	four	./icons\applications-games.png.gif	0	12.68
jta151	four	./icons\internet-mail.png.gif	0	6.26
jta151	four	./icons\user-trash.png.gif	0	1.89
jta151	four	./icons\mail-attachment.png.gif	0	4.52
jta151	four	./icons\address-book-new.png.gif	0	1.04
jta151	four	./icons\address-book-new.png.gif	1	1.16
jta151	four	./icons\user-trash.png.gif	1	1.68
jta151	four	./icons\mail-attachment.png.gif	1	4.04
jta151	four	./icons\internet-mail.png.gif	1	4.69
jta151	four	./icons\applications-games.png.gif	1	5.42
jta151	four	./icons\user-trash.png.gif	2	1.43
jta151	four	./icons\internet-mail.png.gif	2	4.62
jta151	four	./icons\applications-games.png.gif	2	5.17
jta151	four	./icons\mail-attachment.png.gif	2	3.42
jta151	four	./icons\address-book-new.png.gif	2	3.54
jta151	four	./icons\mail-attachment.png.gif	3	7.15
jta151	four	./icons\applications-games.png.gif	3	6.7
jta151	four	./icons\user-trash.png.gif	3	1.43
jta151	four	./icons\internet-mail.png.gif	3	4.22
jta151	four	./icons\address-book-new.png.gif	3	0.82
jta151	four	./icons\user-trash.png.gif	4	1.38
jta151	four	./icons\internet-mail.png.gif	4	4.06
jta151	four	./icons\mail-attachment.png.gif	4	3.11
jta151	four	./icons\applications-games.png.gif	4	6
jta151	four	./icons\address-book-new.png.gif	4	4.41
jta151	four	./icons\internet-mail.png.gif	5	3.96
jta151	four	./icons\user-trash.png.gif	5	1.39
jta151	four	./icons\address-book-new.png.gif	5	0.85
jta151	four	./icons\mail-attachment.png.gif	5	2.97
jta151	four	./icons\applications-games.png.gif	5	5.29
jta151	four	./icons\internet-mail.png.gif	6	4.15
jta151	four	./icons\mail-attachment.png.gif	6	3.07
jta151	four	./icons\applications-games.png.gif	6	6.42
jta151	four	./icons\user-trash.png.gif	6	1.27
jta151	four	./icons\address-book-new.png.gif	6	1.08
jta151	four	./icons\address-book-new.png.gif	7	1.31
jta151	four	./icons\user-trash.png.gif	7	1.73
jta151	four	./icons\internet-mail.png.gif	7	4.56
jta151	four	./icons\mail-attachment.png.gif	7	2.62
jta151	four	./icons\applications-games.png.gif	7	5.1
jta151	four	./icons\user-trash.png.gif	8	1.1
jta151	four	./icons\address-book-new.png.gif	8	0.8
jta151	four	./icons\mail-attachment.png.gif	8	3.02
jta151	four	./icons\applications-games.png.gif	8	5.53
jta151	four	./icons\internet-mail.png.gif	8	3.73
jta151	four	./icons\mail-attachment.png.gif	9	2.59
jta151	four	./icons\user-trash.png.gif	9	1.11
jta151	four	./icons\address-book-new.png.gif	9	0.76
jta151	four	./icons\applications-games.png.gif	9	4.27
jta151	four	./icons\internet-mail.png.gif	9	3.27
jta151	thirtysix	./icons\audio-volume-high.png.gif	0	2.72
jta151	thirtysix	./icons\user-home.png.gif	0	1.73
jta151	thirtysix	./icons\internet-web-browser.png.gif	0	1.02
jta151	thirtysix	./icons\utilities-system-monitor.png.gif	0	1.99
jta151	thirtysix	./icons\printer.png.gif	0	2.58
jta151	thirtysix	./icons\user-home.png.gif	1	1.28
jta151	thirtysix	./icons\printer.png.gif	1	1.01
jta151	thirtysix	./icons\utilities-system-monitor.png.gif	1	2.11
jta151	thirtysix	./icons\internet-web-browser.png.gif	1	0.94
jta151	thirtysix	./icons\audio-volume-high.png.gif	1	1.11
jta151	thirtysix	./icons\audio-volume-high.png.gif	2	0.68
jta151	thirtysix	./icons\internet-web-browser.png.gif	2	0.83
jta151	thirtysix	./icons\printer.png.gif	2	1.14
jta151	thirtysix	./icons\user-home.png.gif	2	1.18
jta151	thirtysix	./icons\utilities-system-monitor.png.gif	2	1.53
jta151	thirtysix	./icons\user-home.png.gif	3	0.96
jta151	thirtysix	./icons\audio-volume-high.png.gif	3	1.07
jta151	thirtysix	./icons\printer.png.gif	3	1.02
jta151	thirtysix	./icons\internet-web-browser.png.gif	3	0.96
jta151	thirtysix	./icons\utilities-system-monitor.png.gif	3	0.96
jta151	thirtysix	./icons\audio-volume-high.png.gif	4	1.02
jta151	thirtysix	./icons\printer.png.gif	4	0.95
jta151	thirtysix	./icons\utilities-system-monitor.png.gif	4	1
jta151	thirtysix	./icons\internet-web-browser.png.gif	4	0.94
jta151	thirtysix	./icons\user-home.png.gif	4	1.03
jta151	thirtysix	./icons\audio-volume-high.png.gif	5	0.97
jta151	thirtysix	./icons\printer.png.gif	5	1.02
jta151	thirtysix	./icons\utilities-system-monitor.png.gif	5	1.19
jta151	thirtysix	./icons\user-home.png.gif	5	0.97
jta151	thirtysix	./icons\internet-web-browser.png.gif	5	0.94
jta151	thirtysix	./icons\audio-volume-high.png.gif	6	1.02
jta151	thirtysix	./icons\printer.png.gif	6	1
jta151	thirtysix	./icons\internet-web-browser.png.gif	6	1.35
jta151	thirtysix	./icons\utilities-system-monitor.png.gif	6	0.97
jta151	thirtysix	./icons\user-home.png.gif	6	0.91
jta151	thirtysix	./icons\audio-volume-high.png.gif	7	0.98
jta151	thirtysix	./icons\printer.png.gif	7	0.87
jta151	thirtysix	./icons\utilities-system-monitor.png.gif	7	1.22
jta151	thirtysix	./icons\internet-web-browser.png.gif	7	1.15
jta151	thirtysix	./icons\user-home.png.gif	7	0.93
jta151	thirtysix	./icons\internet-web-browser.png.gif	8	0.79
jta151	thirtysix	./icons\audio-volume-high.png.gif	8	0.95
jta151	thirtysix	./icons\utilities-system-monitor.png.gif	8	0.83
jta151	thirtysix	./icons\user-home.png.gif	8	0.77
jta151	thirtysix	./icons\printer.png.gif	8	1.45
jta151	thirtysix	./icons\internet-web-browser.png.gif	9	0.8
jta151	thirtysix	./icons\user-home.png.gif	9	1.22
jta151	thirtysix	./icons\utilities-system-monitor.png.gif	9	0.84
jta151	thirtysix	./icons\audio-volume-high.png.gif	9	0.89
jta151	thirtysix	./icons\printer.png.gif	9	0.83
jta151	nine	./icons\user-trash.png.gif	0	2.36
jta151	nine	./icons\computer.png.gif	0	3.99
jta151	nine	./icons\applications-multimedia.png.gif	0	1.14
jta151	nine	./icons\bookmark-new.png.gif	0	5.65
jta151	nine	./icons\network-wireless.png.gif	0	2.94
jta151	nine	./icons\computer.png.gif	1	4.04
jta151	nine	./icons\bookmark-new.png.gif	1	2.43
jta151	nine	./icons\applications-multimedia.png.gif	1	1.01
jta151	nine	./icons\network-wireless.png.gif	1	2.13
jta151	nine	./icons\user-trash.png.gif	1	1.6
jta151	nine	./icons\applications-multimedia.png.gif	2	0.99
jta151	nine	./icons\user-trash.png.gif	2	1.49
jta151	nine	./icons\computer.png.gif	2	3.32
jta151	nine	./icons\bookmark-new.png.gif	2	4.63
jta151	nine	./icons\network-wireless.png.gif	2	2.5
jta151	nine	./icons\computer.png.gif	3	3.55
jta151	nine	./icons\user-trash.png.gif	3	1.68
jta151	nine	./icons\applications-multimedia.png.gif	3	2.62
jta151	nine	./icons\bookmark-new.png.gif	3	3.74
jta151	nine	./icons\network-wireless.png.gif	3	1.96
jta151	nine	./icons\network-wireless.png.gif	4	1.86
jta151	nine	./icons\user-trash.png.gif	4	1.22
jta151	nine	./icons\applications-multimedia.png.gif	4	1.05
jta151	nine	./icons\computer.png.gif	4	3.02
jta151	nine	./icons\bookmark-new.png.gif	4	2.1
jta151	nine	./icons\network-wireless.png.gif	5	1.95
jta151	nine	./icons\computer.png.gif	5	1.99
jta151	nine	./icons\applications-multimedia.png.gif	5	2.1
jta151	nine	./icons\user-trash.png.gif	5	1.25
jta151	nine	./icons\bookmark-new.png.gif	5	2.5
jta151	nine	./icons\bookmark-new.png.gif	6	1.99
jta151	nine	./icons\computer.png.gif	6	1.97
jta151	nine	./icons\user-trash.png.gif	6	1.09
jta151	nine	./icons\network-wireless.png.gif	6	1.49
jta151	nine	./icons\applications-multimedia.png.gif	6	1.64
jta151	nine	./icons\user-trash.png.gif	7	1.29
jta151	nine	./icons\applications-multimedia.png.gif	7	1.83
jta151	nine	./icons\bookmark-new.png.gif	7	2.2
jta151	nine	./icons\computer.png.gif	7	1.95
jta151	nine	./icons\network-wireless.png.gif	7	2.21
jta151	nine	./icons\user-trash.png.gif	8	1.97
jta151	nine	./icons\computer.png.gif	8	1.97
jta151	nine	./icons\applications-multimedia.png.gif	8	2.21
jta151	nine	./icons\network-wireless.png.gif	8	2.1
jta151	nine	./icons\bookmark-new.png.gif	8	2.85
jta151	nine	./icons\bookmark-new.png.gif	9	1.71
jta151	nine	./icons\network-wireless.png.gif	9	2.05
jta151	nine	./icons\applications-multimedia.png.gif	9	1.22
jta151	nine	./icons\user-trash.png.gif	9	1.89
jta151	nine	./icons\computer.png.gif	9	2.4
pja135	four	./icons/applications-games.png.gif	0	20.53
pja135	four	./icons/computer.png.gif	0	18.75
pja135	four	./icons/weather-showers-scattered.png.gif	0	1.15
pja135	four	./icons/dialog-information.png.gif	0	17.27
pja135	four	./icons/preferences-desktop-theme.png.gif	0	8.22
pja135	four	./icons/applications-games.png.gif	1	6.61
pja135	four	./icons/computer.png.gif	1	4.51
pja135	four	./icons/preferences-desktop-theme.png.gif	1	4.56
pja135	four	./icons/dialog-information.png.gif	1	5.72
pja135	four	./icons/weather-showers-scattered.png.gif	1	1.19
pja135	four	./icons/applications-games.png.gif	2	5.22
pja135	four	./icons/weather-showers-scattered.png.gif	2	1.06
pja135	four	./icons/dialog-information.png.gif	2	4.89
pja135	four	./icons/computer.png.gif	2	3.72
pja135	four	./icons/preferences-desktop-theme.png.gif	2	3.79
pja135	four	./icons/preferences-desktop-theme.png.gif	3	3.4
pja135	four	./icons/computer.png.gif	3	5.73
pja135	four	./icons/dialog-information.png.gif	3	11
pja135	four	./icons/weather-showers-scattered.png.gif	3	0.8
pja135	four	./icons/applications-games.png.gif	3	6.39
pja135	four	./icons/computer.png.gif	4	2.98
pja135	four	./icons/preferences-desktop-theme.png.gif	4	5.47
pja135	four	./icons/applications-games.png.gif	4	5.73
pja135	four	./icons/dialog-information.png.gif	4	4.92
pja135	four	./icons/weather-showers-scattered.png.gif	4	1.15
pja135	four	./icons/weather-showers-scattered.png.gif	5	0.89
pja135	four	./icons/applications-games.png.gif	5	4.63
pja135	four	./icons/preferences-desktop-theme.png.gif	5	3.82
pja135	four	./icons/dialog-information.png.gif	5	4.33
pja135	four	./icons/computer.png.gif	5	2.75
pja135	four	./icons/weather-showers-scattered.png.gif	6	1.97
pja135	four	./icons/computer.png.gif	6	2.7
pja135	four	./icons/preferences-desktop-theme.png.gif	6	2.55
pja135	four	./icons/dialog-information.png.gif	6	3.79
pja135	four	./icons/applications-games.png.gif	6	4.27
pja135	four	./icons/preferences-desktop-theme.png.gif	7	10.31
pja135	four	./icons/dialog-information.png.gif	7	4.39
pja135	four	./icons/computer.png.gif	7	2.33
pja135	four	./icons/applications-games.png.gif	7	4.67
pja135	four	./icons/weather-showers-scattered.png.gif	7	2.16
pja135	four	./icons/preferences-desktop-theme.png.gif	8	5.74
pja135	four	./icons/applications-games.png.gif	8	5.28
pja135	four	./icons/computer.png.gif	8	3.92
pja135	four	./icons/weather-showers-scattered.png.gif	8	1.04
pja135	four	./icons/dialog-information.png.gif	8	5.52
pja135	four	./icons/applications-games.png.gif	9	6.15
pja135	four	./icons/preferences-desktop-theme.png.gif	9	3.76
pja135	four	./icons/computer.png.gif	9	3.49
pja135	four	./icons/weather-showers-scattered.png.gif	9	1.46
pja135	four	./icons/dialog-information.png.gif	9	5.32
pja135	thirtysix	./icons/dialog-information.png.gif	0	1.42
pja135	thirtysix	./icons/internet-web-browser.png.gif	0	2.26
pja135	thirtysix	./icons/bookmark-new.png.gif	0	3.05
pja135	thirtysix	./icons/accessories-text-editor.png.gif	0	2.04
pja135	thirtysix	./icons/audio-volume-high.png.gif	0	1.76
pja135	thirtysix	./icons/internet-web-browser.png.gif	1	1
pja135	thirtysix	./icons/dialog-information.png.gif	1	1.09
pja135	thirtysix	./icons/audio-volume-high.png.gif	1	2.94
pja135	thirtysix	./icons/accessories-text-editor.png.gif	1	1.39
pja135	thirtysix	./icons/bookmark-new.png.gif	1	3.06
pja135	thirtysix	./icons/dialog-information.png.gif	2	0.93
pja135	thirtysix	./icons/audio-volume-high.png.gif	2	0.91
pja135	thirtysix	./icons/bookmark-new.png.gif	2	1.67
pja135	thirtysix	./icons/accessories-text-editor.png.gif	2	1.06
pja135	thirtysix	./icons/internet-web-browser.png.gif	2	0.86
pja135	thirtysix	./icons/accessories-text-editor.png.gif	3	0.74
pja135	thirtysix	./icons/internet-web-browser.png.gif	3	0.62
pja135	thirtysix	./icons/audio-volume-high.png.gif	3	1.18
pja135	thirtysix	./icons/bookmark-new.png.gif	3	1.54
pja135	thirtysix	./icons/dialog-information.png.gif	3	0.94
pja135	thirtysix	./icons/bookmark-new.png.gif	4	1.14
pja135	thirtysix	./icons/audio-volume-high.png.gif	4	1.12
pja135	thirtysix	./icons/accessories-text-editor.png.gif	4	1.22
pja135	thirtysix	./icons/dialog-information.png.gif	4	1.14
pja135	thirtysix	./icons/internet-web-browser.png.gif	4	1.11
pja135	thirtysix	./icons/bookmark-new.png.gif	5	1.27
pja135	thirtysix	./icons/dialog-information.png.gif	5	0.93
pja135	thirtysix	./icons/internet-web-browser.png.gif	5	1
pja135	thirtysix	./icons/audio-volume-high.png.gif	5	1.14
pja135	thirtysix	./icons/accessories-text-editor.png.gif	5	1
pja135	thirtysix	./icons/dialog-information.png.gif	6	0.92
pja135	thirtysix	./icons/internet-web-browser.png.gif	6	0.83
pja135	thirtysix	./icons/audio-volume-high.png.gif	6	0.97
pja135	thirtysix	./icons/accessories-text-editor.png.gif	6	0.99
pja135	thirtysix	./icons/bookmark-new.png.gif	6	1.61
pja135	thirtysix	./icons/internet-web-browser.png.gif	7	1
pja135	thirtysix	./icons/dialog-information.png.gif	7	0.89
pja135	thirtysix	./icons/bookmark-new.png.gif	7	1.42
pja135	thirtysix	./icons/audio-volume-high.png.gif	7	0.74
pja135	thirtysix	./icons/accessories-text-editor.png.gif	7	1.07
pja135	thirtysix	./icons/bookmark-new.png.gif	8	1.03
pja135	thirtysix	./icons/dialog-information.png.gif	8	0.86
pja135	thirtysix	./icons/internet-web-browser.png.gif	8	1.51
pja135	thirtysix	./icons/audio-volume-high.png.gif	8	1.18
pja135	thirtysix	./icons/accessories-text-editor.png.gif	8	0.82
pja135	thirtysix	./icons/internet-web-browser.png.gif	9	0.8
pja135	thirtysix	./icons/bookmark-new.png.gif	9	1.05
pja135	thirtysix	./icons/dialog-information.png.gif	9	0.79
pja135	thirtysix	./icons/accessories-text-editor.png.gif	9	0.86
